userid,gender,age,ope,con,ext,agr,neu
1483ffa689ad63c2108eb043f893bf46,1,29,0.15,-0.05,-0.14,0.91,-0.32
bcdde705a2e1880ad31d93ed98c2a630,0,28,0.98,-0.72,-0.08,-0.01,-1.44
3e7ce80a41a5db4af9b2d3b440dd5620,0,30,1.35,-0.57,0.36,0.74,-1.07
028bae087ec4187a8610d1f8c70ac4f5,0,29,0.15,1.36,-0.46,0.99,0.55
f063cdb264bd708f6e4db99f03a855d0,0,30,-1.52,0.17,0.93,0.74,-1.63
f1d1b194e987512da7c91baea5dd8288,1,31,-0.5,0.17,0.61,-1.67,0.61
e76b0513beb0e622b44107e3dfec7ee2,0,28,0.33,-0.79,0.73,0.07,-0.32
210e456029b44e871e396f74e9c41459,0,30,0.15,0.17,-0.46,-0.18,0.55
4a4e8ec399574a1bc1d3cd88c4440685,0,31,0.52,-0.35,0.17,0.57,0.05
b9db223358d40752596c8558f9076f7e,0,31,0.89,0.99,1.04,1.32,-1.82
86f70b07529050799bb6f2e938005571,0,29,0.52,1.21,0.61,0.16,-0.94
4e67dfb2949edf02d86e5130d5488f51,0,29,0.89,1.72,1.48,1.49,-0.63
fa5d39d58b0d4aa4a536df4bbb29df3f,0,29,-0.5,0.02,0.04,0.07,-1.26
57ef449c4d241d141b6258f6f4a332f1,0,29,-0.41,1.43,0.73,0.57,-0.76
0183b89f8a41e9dc15e773d6d757a90c,0,29,0.33,-0.05,-0.21,0.74,-0.2
20fa5153ff91fa427c0a3e1c11319f48,0,32,0.89,0.32,-0.64,1.57,-0.57
6f2c52d14f5ae1964c6142043ec8eb0d,1,31,-0.41,-0.35,-1.14,0.16,-0.7
4834bbd35eb3d458f8533e8dd405b51e,1,29,-0.22,0.32,0.67,0.07,-0.26
405d758f81ca4b26f6547dc9919722e1,1,30,0.52,0.02,0.67,1.24,0.05
fb8f9fdefe336d38faecf8a1329e9f78,0,36,0.52,-0.72,-0.96,-0.68,-1.57
536c3db40fc1376e6fe2f1043da55969,1,31,0.61,1.95,1.17,0.07,-0.26
3b4d1d57424b8f9d001e575c1d83f1f7,0,29,-1.61,-0.05,0.23,-1.76,0.18
1af2e6091adb139d10c2b8004da4619f,0,29,1.63,-0.57,0.42,0.57,-1.19
b513aaf942d4824ea0f3bccccec4c51d,1,29,-1.05,-0.35,-1.33,-0.51,0.49
657a30b879f09a4e660bd2999b105f33,1,31,1.35,-1.16,0.48,-0.01,-0.01
044ca6067dd12d0cc8bd2418efb1b2e7,0,32,-0.68,0.32,-1.14,-0.68,0.24
04829c7f7fc85f7fd2891b6e44ea00df,0,31,1.07,-0.27,-0.33,-0.68,1.61
2a0f01f2714913de463a0ef9916e171d,0,35,1.16,1.95,0.48,1.49,-1.26
bcbede1ef2a5f5694341e350a481c712,0,29,0.61,-1.23,-0.33,-1.01,0.36
37ed781a2942bb9cb870f4fc20a0439c,1,32,-0.31,0.25,0.86,-0.18,0.3
eb126cfcd4065e344f0b56210ec5eaea,1,33,1.35,1.8,-0.33,0.16,1.73
77f5abb5c381b48556fb3bced7c47176,0,28,0.89,-0.27,0.11,-0.76,0.67
5d9e44dfb00cbfb59f671fb9703f7da9,1,29,1.16,0.02,0.17,1.32,0.05
9cd7268cd5ce72d5c1d7d968169683cb,1,34,-0.31,1.58,1.23,-0.01,-0.2
70a8ee1d5289a063d53bb97d4675c812,1,32,-1.89,0.69,-1.02,0.82,-0.14
42cee29763c2ac988b77ab864b7ca21c,1,31,-1.52,-0.12,1.59,-1.76,1.98
dce0b2c18f2148e2e51c93551a7c4239,0,28,0.98,0.69,0.29,0.66,-1.01
abc89bec95ce24348d3b950d589e9e0d,0,29,0.79,-1.01,-0.83,1.16,-0.7
e8b7bc98903d215879dba72a821ee0ef,0,28,0.52,-0.86,1.29,-0.59,-0.01
004ed92354145c51355bd757a0733b1a,1,32,1.44,0.76,0.29,1.82,-1.38
30315d2944eec2dc69b2a2d0c2f4f96a,0,31,0.98,-1.45,-1.64,0.82,2.17
329ae0ce2b72fc4f8eca458ec01e9055,1,29,0.33,1.01,1.92,0.16,-1.01
0af53dac28f8cadc049dba814818459a,0,37,0.33,0.76,1.29,-0.51,-1.21
3bf2c37009c2c30e450f1f8da32f927d,0,29,-0.22,-1.82,0.36,-0.51,-0.88
ab2c0d1d6319c4357b47c3334930e3c7,0,31,-0.04,0.84,-0.08,0.84,-0.01
7383a354a527a326e622dff07608908e,1,36,-0.41,0.1,1.36,-0.34,-1.38
e9b1f61e1ed2b2792f5c516870b376f0,1,31,1.81,0.25,0.48,-0.34,1.55
7bdbf7111529d2c0929452c0c42bccf1,0,30,1.16,1.58,-1.83,-1.59,-0.7
41bd667acaf3556f5f07d312282197b1,1,30,0.42,-0.42,0.61,0.16,-0.01
6e274c8af87f54abcce6254d217d9cfb,1,29,1.35,0.32,-0.02,-0.34,0.86
3548ddfb31a1ba21886f4f29727f2cb1,0,31,0.98,-1.45,0.79,-0.48,-0.14
930baf6c811acb6cad2bfefe60e7db07,0,28,1.16,0.99,0.11,0.41,-2.13
de61b91a86a3b263f47c22543ef37135,1,34,0.24,-1.1,0.54,-0.51,0.11
280ebe52e608509e3917fceb46148f01,0,30,0.52,-0.72,0.61,0.74,-0.2
ab0b4d628360b24148d62a62691d8312,1,31,0.79,0.02,0.67,-0.18,0.3
c3b45b954e654fa128c9688d7b8aaa29,1,30,0.7,-1.97,-0.96,-0.34,0.18
12a752a2e07afc394af10a0d01a05f06,0,29,1.16,0.1,0.98,0.32,-1.5
b235f177450aa4b408331443ef2f64c7,0,32,1.26,-0.72,0.01,-1.54,-0.14
cd52771584952cbe7a272e88f7aec581,1,33,-0.96,-0.64,-1.21,-0.01,1.3
42b6ea60a4ca3d04d7e2ccd1e79620ec,1,33,0.61,-0.86,0.29,0.16,1.23
c385b92de3b8337ace52408738c36d39,0,44,1.07,0.32,-1.33,-0.59,0.86
30393888984a6d7b2ad71aa7a0962eaf,1,29,0.33,1.36,1.42,0.74,-0.07
cd7099628c573ce87d301fc9f1448ed6,0,32,0.98,-0.64,-0.08,-1.18,1.17
ec1cf674a408fea6bc5dd01ebb2976b8,1,33,1.63,-1.38,1.23,-0.76,-1.63
dbdcbc617f20c655e399100f4b62cf76,1,29,0.89,0.54,-0.27,-0.26,0.67
a7d70f52a323e1b7075de1e1013d4ee8,0,29,0.33,0.47,-0.02,0.41,-0.82
9a348dc074369a11744fb9d4c3fb8dbf,0,29,1.44,-0.12,0.67,0.91,0.36
45936c8bdb56e1be0a9ccba3158d62c1,1,30,1.16,0.91,-1.96,-0.51,-0.88
59fe286a2b68dd991d1b105e734ccf35,1,32,-2.63,1.13,0.73,0.32,-0.7
bfacfd53d928d5710cf8e17a4f3e26f1,0,31,0.61,1.77,1.17,0.74,-1.5
58c7554ff37eb8b000c0a934c3711c67,0,29,-0.41,0.69,-0.27,0.24,-0.51
f6b846294320d45d525cc361beaeced0,1,32,0.7,-0.95,0.04,0.66,0.23
f3b2ea90cec2a594b570019cea635367,1,32,0.24,-1.16,0.23,-1.18,1.05
ee26972a04009e49456e3d03cbc72f6a,0,28,0.24,-0.05,-0.83,-0.51,-0.07
0df6bfd66030f8f870394b1e00961b6f,1,29,-1.15,0.47,0.92,0.91,0.18
fcc326af3bb2ae5728e4ee1c3cc22283,1,30,1.63,1.21,-0.27,1.16,-1.38
9e52d20e23ec33beeb90422874aafebd,1,28,-0.96,1.65,-0.38,0.16,0.49
c39591f635b899ed90b8fb92064788b6,1,31,-0.24,0.84,1.36,0.82,-0.88
7de58d16001b952cccadc5959e289b35,0,41,-0.87,-1.23,1.17,0.66,-1.26
2682f14ade89023e4b7cf4622d3ee718,0,25,-0.04,2.24,0.11,0.49,-1.07
4eb2283c6b77a04f59ba7f4d27486ece,1,30,1.16,0.99,0.86,1.24,-0.38
bf1d2e4f8acffbe3a2c596c58c42cdd1,0,28,-0.96,-0.79,-0.39,-1.01,-1.26
733924d2f62385907d4460bc626bd105,0,28,-0.31,0.39,-0.08,1.32,-0.7
168ed9be7c5d8c04d603c43c8c40ae80,1,34,1.35,1.5,1.36,0.99,-0.38
99a76bfe4ecc8dd31e9cec5b42b32c1e,1,29,-0.78,1.28,-0.27,-0.01,0.3
02d4a6229268735a842b7dacd44d97dc,0,29,-0.22,-0.64,-0.91,-1.09,0.67
85c5ae033018191d63ef96bdaf04fdec,0,32,1.44,-1.31,0.04,0.99,0.3
d7fc009bf01d255deac71432ff2b8ce1,0,30,0.24,0.47,1.04,-0.43,-1.38
d53e2fefc93dfbdf0c8d066258841bf2,1,32,-0.04,2.09,-0.33,0.74,1.23
839438950757918f0fd1bf834179bde8,0,30,1.63,-1.34,1.48,-0.43,-0.88
aaf3ae2e387bca86861ab5bc19a5bdf4,1,30,-0.68,-0.27,0.54,-0.09,-1.44
c020583dea09499e62fbea271ee0ac54,1,29,1.26,-0.35,1.04,-1.26,0.67
8a9817ed84badcd8278af22c495d8378,0,29,-0.13,0.62,-0.08,1.32,-0.76
e2d99393770d2e5d096e19fb977affea,0,31,1.26,0.39,-0.27,1.27,-1.19
6435a7a759560de7d2c35b020b695043,1,31,-2.53,0.54,0.67,1.41,-0.88
4ac52f27d40ff863f48e920940921263,1,36,-0.87,-2.42,-0.02,-1.67,0.74
a057d93540add21c7dffea3da72aec10,1,28,-0.78,-2.49,0.17,-1.26,2.04
241a9a38a008ad08b790c5460731fd9a,0,33,-1.33,-1.01,-0.77,1.32,-1.69
3ac580b9f1b5e48aab9bfb45a76feafe,0,33,-0.13,-0.86,-0.39,1.24,0.49
ffe7463b9b72632d125f7ed253d840ef,1,35,0.61,-1.82,0.11,1.32,0.42
1e77974d2dc00bf4e613df276043b185,0,29,0.89,-0.86,0.11,0.57,0.11
1044d200cf7c88954dbbd08cccb20ea5,1,30,0.7,0.17,1.11,1.32,-0.57
cf48e1693451194619df7626fb15336c,1,30,0.61,-0.05,-1.69,-0.59,1.42
b09557a6607e65fd16a3a699afd80398,1,28,0.24,0.1,0.23,1.16,-0.82
47dd5651ae55d43f52214506df1b0ec6,1,46,-0.31,-0.72,-0.89,-0.68,0.8
af4a3da465f9aaaedfef28fe92ba8861,0,34,-0.63,0.69,-1.14,1.57,-0.88
21287e8a9d221999ea917f13583bafac,1,28,0.42,-0.72,0.61,0.66,-0.32
880185762d0efb5da0ae28fc401809f4,0,30,0.7,-0.2,-0.21,0.99,1.23
8c20f5e429507437d45cf974fd2ddd31,1,29,0.61,-0.12,-0.08,-0.43,0.99
23028d07fbae067393ac5aaa24f210d6,0,31,-0.04,1.43,-0.08,1.41,-1.5
929e9ce3419ea4aaa5695de6bd1965e7,1,28,0.61,0.54,1.17,-0.51,-0.82
9a3fe76e867e9b67b7eb1fe23ce340d8,0,28,-0.68,-0.94,-0.08,-0.34,0.74
444bc8e1403965db39017568632b8105,0,30,1.16,1.06,0.54,-0.43,0.11
842b3681d2e50f27aa50ede60b302e9c,0,29,0.7,0.47,0.54,-1.26,0.24
d4ee13ad98da81b3370fd7c626f86498,0,31,1.9,-0.12,0.42,0.07,1.48
c46c79a23851b1fb232f9ed1eff4143a,1,31,1.35,0.76,1.29,0.99,-0.14
4bcde06aa0d87ae692dfb8c540dadb58,1,31,1.44,0.69,1.29,2.24,-1.32
f77839008d3a2a195527d761421445c7,1,30,1.81,0.45,1.04,0.24,-0.45
f384c66dd1bd91375447147e506a55ba,1,38,1.44,0.25,1.29,1.74,-0.63
22a9e96820f6c00bd921fa49f3ec98dc,1,29,1.26,-0.57,0.67,0.91,-0.57
d50ace28ca5458b549cc46c093862d8d,0,31,0.42,-0.42,-0.39,-0.26,-1.38
fff7d42a879d37ff4fcce9a593cebfda,1,30,1.35,0.6,0.98,0.41,-0.2
82a42d53ece339193e1b17e233232fcc,1,29,-0.59,-0.57,0.11,0.91,-0.94
92aba5217390971624b62a8ccf28a350,0,30,0.89,0.53,-2.32,1.49,1.02
5420fce3af4b38db184144a945cbf02f,1,33,-0.68,0.39,-0.33,-1.09,0.76
06a11db3fc5e9f1f49676b54a2fd990e,0,32,0.42,1.5,0.48,-0.09,-1.26
877feeeb4146a641a5c60bcfcb8e91f1,1,31,1.81,-1.6,1.67,0.66,1.79
4be62e16206599b244fc1b12ba371365,0,29,0.52,1.36,0.73,-0.18,-0.2
a14e34337afb42809895a2cd50247c47,0,29,0.92,-0.79,-1.52,-0.43,-0.38
e9dbf7de394820739af2e0dfffa16a3e,1,29,0.24,-0.42,-0.58,0.49,0.55
39c27497334dd63429e487657e7e5346,1,29,1.35,1.21,0.36,1.41,0.18
914e4bf8fd6deccd1d7bec9be3feb2c0,0,29,0.79,-1.09,-1.64,-1.51,1.67
86ecc8161cdb62aa664962ddbaf90e98,0,46,1.53,0.02,-0.39,-0.68,0.36
c006846332b84b153df7c71551b363f0,1,28,-0.22,-0.86,0.04,-0.43,1.3
4945555fb9e80481ebcdadfd0c9fe447,1,30,-0.04,0.76,0.34,0.57,-0.32
3b866d44067f965d379be88c3ab6fc3e,0,32,1.63,-1.01,1.29,-0.51,-0.88
dd0a2f2b781d55b69c450173d0973a02,0,29,-0.31,-0.94,0.23,0.32,-1.5
d695adbd729d5ef319eccd0b2432090d,1,27,0.24,-1.23,0.73,-1.51,0.11
b81a9657e7b77bfdc79e3dfc348b78f5,1,34,0.89,1.28,0.98,0.91,1.17
f1f9fb3540f7f8b0eb4b0d21e9d0d40d,1,29,-0.87,-0.2,0.29,0.91,0.42
40471a4f90560165710f3bf5acd5437e,1,29,-0.59,-1.82,-0.58,-1.51,2.35
f4c1bee3e24488e1937be35d9fc85e64,0,31,0.7,-2.42,-0.21,-1.26,0.74
07c2ebdda10870c23f802bf1faee1fdb,0,28,0.61,-0.12,-1.21,-0.76,0.61
fe95784db5126b02881442489fdf892b,1,31,0.15,0.39,0.73,-0.13,-0.62
32de24fdcd5a037fb7cc38276ec1be0c,1,31,0.05,2.24,1.11,1.9,-1.88
d94c02a6042646c8444db1bccfe2d51e,1,32,0.33,0.76,0.86,0.07,-0.88
2944dacad05e3886d6f7ccaf8c505d87,0,30,-0.13,-0.86,0.11,0.41,-0.94
4ec0a1fd816bfac22b70cbff31706f89,0,29,1.35,0.99,0.98,1.07,-1.38
332d60cb10a92a91eb91748fad5a7e0b,1,28,1.72,-1.38,1.48,-0.09,0.74
5c831b9e5723a323d75f387bd7ce315c,1,30,-0.72,-0.23,-0.99,-1.79,0.77
cf1f0c63a8d29db1609be3241b993cc9,0,30,0.24,0.62,0.61,0.99,-2
97c93a0cad6ceb8d3fcac7cd18bf8a35,0,31,0.33,0.39,0.04,0.41,-0.76
abbf496738e6e1532d617151e151fd31,0,32,-2.07,1.65,-0.08,0.74,-0.7
0fa3d5df3a7771bd679cefb1ddbe3dd0,1,28,0.79,0.99,0.92,0.07,-0.2
72b7ef2f724180e13337b8b1a37c0c2f,1,31,-0.68,0.39,-0.27,0.57,1.42
72a8c3604dc5ec946dbad91e4e32a96c,0,31,0.33,0.25,-0.71,1.32,-1.88
b512e7cb84e9ea909ce34dda079ea57c,1,32,-1.05,-0.42,0.48,1.24,0.11
b02b575ea6b6ebbfb49ee0c25c3f68c0,1,34,1.26,-2.19,0.54,-0.93,2.11
c0160d9337e9104c128682bc22f4fe1d,0,29,0.98,-0.49,0.11,-1.43,1.11
a698f7be0a89a100b8ded981b054b686,0,28,0.05,0.1,0.29,-0.34,-1.07
39e0638ee759e863d4137ae0ebaa876b,0,29,-0.13,-1.75,-1.52,-1.59,1.42
7600d08136d3fd710b1fbdb5e24d9bcc,0,32,-0.87,0.47,-0.96,-0.68,0.8
5fce281b94f1a7455ee5a4e67e6dd3b9,1,29,0.7,0.32,0.04,-0.39,0.24
5154ece3fa9b20a6e60d0bf73e54e489,0,30,-1.98,-0.79,0.73,0.91,-0.63
c3677b6886c297ce55b7776fd3e6687b,0,33,0.15,-0.42,-0.08,-0.09,-0.32
105a681aee72993112009303e7480e96,1,31,1.44,0.47,1.66,0.82,-1.69
b2a210aa9c3f700c85ec77fc7c3d25ef,1,32,1.72,0.99,0.73,-0.09,-1.01
175ef954beb0a9a356f09f2794526fb8,1,31,1.16,0.54,1.86,0.82,-0.45
19d31a36f6886a0f4bc42531cbd835d2,1,30,-1.31,-1.45,-1.27,-0.43,0.89
2ee89d862ec548bfb0a9bc808d57f518,0,29,0.05,-0.64,-1.58,-1.34,0.55
9974892bbf644d6134275bd6776ca347,1,29,0.83,-0.94,1.23,0.57,0.8
955878aca1ec1237ac5ff14b74389971,1,28,1.26,-0.86,0.86,-0.09,-1.5
855731c952fa097d75fae4bef9e84777,0,31,0.15,-0.27,0.17,-0.26,0.49
07257430b296803f1b4c5dc187e3bd41,1,34,1.9,0.84,-0.39,-0.01,-0.38
ab7b709956752a0e017daf4785ab906c,0,30,-2.81,-1.01,0.61,0.57,-0.88
8224d12154c4593424e8e77613141921,0,30,-0.31,-1.09,-0.89,0.07,-0.26
380db1c833f41eca0df985db8e4d3838,1,29,1.63,1.65,1.59,1.49,-0.63
8f982dd37fd1cfa1aac35c2db8f5c61f,1,32,1.35,0.47,-1.08,0.91,0.86
2ed6f3d2ce4f01103d0cabe3f171f148,1,30,1.53,0.99,-1.97,-1.09,1.98
ee8fae2beeb3b4638dbc572e5f8dbeee,1,30,0.79,0.54,0.54,-0.01,1.36
dfb82c3f7c8a6f6fa5eaa7cf86df2224,1,29,0.05,1.43,0.42,1.16,-0.14
435578b800051c63ef880d97ce50017d,0,28,0.98,-0.79,1.04,0.32,0.3
eb7f6109aadb5f66bcf4d917ecc008e2,0,29,-0.5,0.39,0.29,-1.09,-1.13
c734d1b0e484ffdb50cf508196d074cc,0,33,0.61,1.21,1.19,-0.26,-0.63
0c7eaa5b184b9fed3c9863ae004f173c,0,32,0.89,-0.64,-0.08,0.41,0.18
c0aa28f22a4af6b5531d2d87706bd740,0,32,0.24,0.32,-2.27,-1.18,-0.26
93c4097a84957989d4d12dcf5f5fd1a7,0,34,0.52,1.65,0.14,1.82,-1.32
b0e0d9b133c0920de856239eef993aba,1,30,1.44,0.99,-0.39,-1.26,0.49
5b24cbadb34cb2db5b58d914f43ff894,1,28,0.24,0.99,-1.71,0.57,0.3
7a2c06fc83900437fc3e4f839ac7ebb7,1,30,-1.42,1.21,-0.02,-0.01,-0.57
450df0fb3d306a11d3715a08946208cf,1,32,-0.13,-0.05,0.23,-0.18,-0.38
e6dfba1fc6b8d2758bc4b2ee66efb090,1,31,0.15,-0.05,-0.14,0.41,-0.76
7362b79fbd2eed511a239ba5056a9aa5,0,29,0.89,0.91,0.98,1.16,-0.63
940285f326e23288e62bc4768041a3e6,1,31,0.7,-0.57,0.92,-0.34,-0.01
829d92340605dd1295936d0d8c3d4757,0,32,1.07,-0.64,1.36,0.16,0.49
a1dbb74fd1c5772b6e99833799b4c83d,1,32,1.53,-1.6,-0.64,0.32,2.11
e2bd8612257d6e25552e2f69c1b9306c,1,29,1.35,0.25,0.98,0.82,-0.62
43b44cac1efe723bf18d9a78a06894cd,1,29,0.05,0.54,0.17,0.32,0.24
333462896bfe81fcdc73a6418f6ba013,0,31,0.89,-0.72,0.48,0.32,-0.57
f44f8d46ce63ca76f298604d999414c8,1,34,1.26,-1.68,-0.27,0.32,-0.14
49c541e2f2a678adc1a508530590a0cc,1,30,1.9,0.99,1.86,0.41,-0.01
871ea2a7f84f7b863b4cdfd6df7aed96,1,30,0.79,0.02,0.08,-0.34,0.24
d8d4525cd3c7f82ba4e2c028d23f7dca,0,32,1.16,0.47,1.48,-0.26,-1.32
f9291c4388961fa46fb9c479916bb6f4,1,30,0.15,0.17,0.42,-0.18,0.49
d9ddc8e592d913d640a76bd483cdea14,1,28,0.79,0.99,1.61,0.32,0.04
c815dfdeaf724e492e8f1b11bffb5f69,1,31,0.74,-0.12,0.73,1.54,-0.36
046a9fab6424c55ccfee3e2e1418097e,1,33,1.9,1.65,0.79,1.32,-0.42
0c83d1f4d3ab774a4b363cbf14b7a5cf,1,29,-0.31,0.14,0.48,0.07,0.3
b81f465fb6b9b1acc967bed0593d8d31,0,37,0.05,1.13,0.48,0.32,-1.32
5d9da376ae04cde74cf34e7b9fc68a99,1,29,0.98,-0.49,0.92,0.91,-0.26
f3e2aaac08a512c1bef82d5da8afcb31,0,31,1.63,-1.31,-1.08,-1.01,1.48
a9eb365df4c4e65b34b013c5749341d4,1,33,-0.22,0.32,0.48,-1.09,0.3
ff9ae314da8f8db1f11504595fd3c85a,1,30,0.61,-1.16,-0.14,0.41,-0.32
c85c98abb0e06f44406eb40f9ab9b858,0,31,1.44,0.54,0.73,-0.68,-1.5
2f126d79f385f0b7f394777eb12e1796,1,32,0.24,1.06,1.73,1.07,-0.14
88be7c3c0a1c31b8d6d4c592372b1f2c,1,31,0.61,-1.16,-0.39,0.16,0.67
166a0060ede394d43128f84cc3290e11,1,30,0.79,0.69,0.67,-0.93,-0.76
d728fe996f150579b589540bdc794b16,0,29,1.81,-0.2,0.11,-1.26,-1.01
0c79071b1fd525928a097404a594be58,0,28,1.53,0.54,-0.77,0.07,-1.5
705c9142bb400292bc3601ab4baecc12,1,32,-0.41,0.47,0.61,-1.09,2.35
cf8218b1c535dc70f17efc6c90785960,0,29,1.16,-0.49,0.48,-1.26,-0.38
90f8a6a5da1aadddce5a9d852b8375a2,1,31,1.53,-0.86,1.04,0.66,-0.04
40544de19e9abdf6e30e8bc636cec8f5,0,29,-0.13,0.69,0.04,-1.84,-0.45
bc853f641ec71a7d793d2b34843ed3e1,1,28,0.98,-0.27,0.11,-0.01,0.3
6a952aeb03b9324bcac3ff1c91a4a394,0,33,1.26,-0.49,-0.46,-1.01,0.49
ee38a9f6fe502250a64a3fa6adee32fe,0,31,-1.15,0.76,0.36,-0.68,-0.14
0e106973dc94a1444fee035e4b8e3ca2,1,30,1.26,-1.68,1.04,-1.43,2.04
e3f068d860a2f8196efa8be6e8813a68,1,28,-2.44,-0.09,-0.77,-0.09,-0.01
1828c8b79372446d93c7a69781e5bdc9,1,28,0.05,-1.65,-0.44,0.49,0.11
8a88458513f5f46c536745de54503e39,1,31,-0.31,1.21,-0.89,-1.84,2.17
df7f81de20d0f6e75e47a7b0eff53b6f,1,33,0.7,-2.27,-0.27,1.16,-0.2
2d3d1519b9c8e23757e665bba7797ca2,1,29,0.52,1.43,0.92,1.07,-0.88
677be95316ce9d688f21cf94b04bf157,0,29,-1.89,0.76,-1.02,-0.84,0.92
27a64993dd3dc8e06192b40573e28bc9,0,36,0.7,-0.35,0.73,0.16,-0.51
b442a902e7ec72644d953a7eb6bf4184,1,31,-0.31,1.87,0.11,1.74,-1.44
1c32dccbc3a85ffcbd09a9150bb936e6,0,34,1.07,-0.35,-0.08,0.32,-0.45
aae8b62619df7884465c22cb5d15c806,1,30,-1.89,-0.12,-1.58,1.32,-0.51
444c860551bc4a3dc313be06dfce65cb,0,33,-0.22,-1.68,-2.14,-0.34,0.99
af0c06947ca0e2116e4a1a8ff95085b8,0,31,0.61,-2.42,0.73,-0.84,0.86
66583efb59b64612325c1da8bf762943,0,34,-0.31,-0.49,-1.33,-0.76,0.36
c47d1bbda560d3f8c5e3fba3474753de,1,29,-0.04,0.69,0.86,-0.01,-0.76
b4019f924a65c6ae862a055fe7cf5546,1,28,0.05,0.76,-0.08,0.82,-0.57
5231b68c25f98f560a6924c7b7501bb8,0,32,-0.13,0.69,-0.64,-1.34,0.8
fa271892c4913091b236ac74cf0c4afd,1,28,0.42,-0.86,1.33,-0.34,-1.5
4882348c508dfe9d48a2b0254506bde2,0,32,0.89,-3.01,0.86,0.07,0.86
5c1e978f6e74fd37b8fb19c7c59b4b5b,1,30,1.16,0.69,1.42,1.16,-0.7
0318ecc1e7b99840fb513939217e93cf,1,30,-0.04,-0.12,1.36,1.07,-1.5
4094bdc1715203157bbdf2fe39d11236,1,33,1.07,-1.38,-0.64,-1.01,0.86
38d442a62eead10119327a2eb3990b17,1,30,0.98,-0.05,0.36,1.24,-1.01
a7c38d4679725acf34cd74ce6ea77dbb,1,30,0.79,1.13,-0.39,0.49,-0.7
f75260c7ea7c13eef389d0f1413db5f0,0,29,0.15,-1.31,-1.27,0.32,-0.14
b180e3f67fa68007a2668d512508d8cb,0,31,0.52,-0.57,0.17,-1.26,0.49
dfbb32b848cfc073ae75d5ce67027e1a,1,30,-1.05,0.84,0.92,0.66,-0.38
2087780dabcb6e863052236401918ec1,0,33,1.72,-0.57,0.36,0.32,0.16
39d3bb4633f7e0dcf03422da24fad904,1,29,0.98,1.36,0.86,1.57,-0.88
2648ddec7a12f41f9f835ed9315ee76c,0,33,0.65,-0.57,-0.27,0.99,0.67
bd24300b0fb7ec3d3df2a19947b32def,1,33,0.98,-0.57,-0.39,-1.34,1.86
e8591807500393ec6ed201839ff5b969,0,33,1.26,0.1,1.79,0.74,-1.67
b1bda410c84c6d557a156dbee5051f87,0,29,-0.13,-0.79,-0.33,-1.51,0.67
740009816bb5d725c692f57b9bf7ffd0,0,30,0.79,0.32,0.17,1.57,0.24
5e90b489cfb662255d9ec34f8046dc21,0,29,0.7,-2.19,-0.27,1.07,0.8
82af1e4839f3f98e4007035dc8a09a90,1,29,-0.13,-0.57,-0.33,0.57,-0.01
3827a3a8f7723e280ceaadcbc3777818,0,32,1.35,0.39,0.98,0.57,-1.32
26a4e9d3d3679e80956e4a64fa5b1523,0,35,-0.78,0.76,1.48,0.66,-0.76
a7e3149782bfc5c4a0cef787b52255ff,0,30,-2.26,0.47,-1.02,-1.18,-0.82
40b1ed9034bbe32f927514555f657921,1,30,1.16,0.39,0.29,0.24,1.73
dbf3f53648f90cc5bb9300b4358269f1,1,31,-0.31,-0.27,-1.46,-0.93,1.86
c59c04728bf42524af707eb6c5ac5336,1,32,0.98,-0.72,0.11,0.32,-1.32
0815a3b55368f87c52f6a378312ddc2d,1,29,-0.33,-1.09,0.48,0.66,-0.14
f88375d6a17c64e8f8d158901cd447eb,0,31,1.16,-0.49,1.67,-0.76,-1.19
2ebe43bd68e6eab8cd9fffdad156226c,1,29,0.52,-0.2,-1.27,1.32,-1.82
ef79d461c81d017c2584580f980b8b1f,1,29,0.52,-0.42,-0.08,-0.68,1.92
66769044300e19f57564616b853e0d4a,1,45,1.81,0.02,-0.14,0.84,1.15
255a83c000e93958258dd8191aa4555f,1,32,1.16,0.84,-0.21,-0.01,0.69
be81c68015726c893b200d35324432bf,1,31,1.26,-1.38,0.98,-0.76,0.86
deb772a2adbee957b1034798c60c7bfe,1,30,1.07,0.69,0.86,1.49,-0.32
f2c97a68b6c78d84b8ad8b9954a70037,0,32,1.16,0.69,1.17,1.41,-1.26
6ade5ed263022a5a6c43e52a807145b7,1,29,0.89,1.06,0.54,-0.76,0.74
37346f9b6970c6d521e3fea90ac216b5,0,30,-0.22,1.21,-1.64,-2.01,0.92
be6bac07e941c7759e7de509ef3f7338,0,33,0.61,1.58,1.73,1.16,-1.82
c449f0c65adcc22a03124f426b4746d6,0,29,0.05,-0.35,1.11,0.99,-1.5
77ef2836c475701c1f47465bd1b8e9a3,1,29,0.15,-0.05,-1.14,0.99,0.3
5d2129371fec6f0865fbaaf832e26456,0,31,0.05,-0.79,0.42,1.16,-0.63
2df75376543a79b355fea59015f37781,0,31,-1.61,1.43,-0.71,-0.18,-1.75
8b6fdb15b2ab0bac284b48a31a687ee5,1,29,0.52,1.13,1.13,-1.26,0.99
c75b8c9d25b8d90592dce9568d457fd6,0,29,1.16,0.17,0.36,0.74,-1.38
3e238c5e884430b81719464a19c0ba49,1,36,0.89,-0.79,-0.27,0.57,0.36
cc3b1c5225aa53d3bc634a9f9cda125c,1,30,0.05,0.25,1.23,-1.01,1.23
6f508232a056569152734590447a82d2,0,30,0.89,1.13,1.54,0.74,-0.26
